query,query_type,label,cluster,pred
"what is the state binh thuy, vietnam",LOCATION,3,0,3
types of warrantless searches,DESCRIPTION,0,15,0
what elements make for effective communication in society,DESCRIPTION,0,17,0
where is baker city oregon located,LOCATION,3,0,3
how many calories in a bag of microwave light popcorn,NUMERIC,1,6,1
hourglass cosmetics press release,DESCRIPTION,0,-1,2
what city is the volvo plant in sc located,LOCATION,3,0,3
what kind of bears live in the rainforest,ENTITY,2,-1,2
symptom fatty liver,ENTITY,2,-1,2
define biological personality traits,DESCRIPTION,0,17,0
how to remove front bumper on 2015 nissan sentra,DESCRIPTION,0,17,0
what is the difference between a computer and a thinkpad,DESCRIPTION,0,17,0
how many children did gerald ford have,NUMERIC,1,6,1
is psoriasis itchy,DESCRIPTION,0,17,0
what city was silva born,LOCATION,3,0,3
what are dreaded diseases,ENTITY,2,-1,2
what is the hdl level,DESCRIPTION,0,17,0
how long is your rectum from your stomach,NUMERIC,1,6,1
can you make your mouse auto click macro,DESCRIPTION,0,17,0
what is hazmat endorsement,DESCRIPTION,0,17,0
how to use the copper chef as a steamer,DESCRIPTION,0,17,0
what shape has all equal angles,DESCRIPTION,0,-1,0
can you put green food color in alcohol drinks,ENTITY,2,17,0
what plumbing code does michigan use,DESCRIPTION,0,-1,2
what network is the movie mr. right currently viewing on?,ENTITY,2,-1,3
calories in a pint of chicken broccoli,NUMERIC,1,6,1
possible causes from symptoms,ENTITY,2,-1,0
what is an osseous structure,DESCRIPTION,0,17,0
chemical description of calcium,DESCRIPTION,0,-1,0
causes of celiac,DESCRIPTION,0,18,0
is a trust an entity,DESCRIPTION,0,17,0
what is shambhavi meditation,DESCRIPTION,0,17,0
how to manage fracture,DESCRIPTION,0,17,0
How many miles from livingston il to highland il,NUMERIC,1,6,1
who was the third u.s. president,PERSON,4,3,4
how long after vasectomy is man sterile facebook,NUMERIC,1,6,1
can weather forecast change in a day,DESCRIPTION,0,-1,0
what is the correct charging cable for ipad air,DESCRIPTION,0,-1,0
where does the girl scout registration fee go,LOCATION,3,0,3
what determines the number of representatives,NUMERIC,1,-1,1
what is the monthly fee for amazon echo,NUMERIC,1,6,1
what is ashd,DESCRIPTION,0,17,0
how many grams of sugar in a big mac,NUMERIC,1,6,1
what foods have gmo ingredients,ENTITY,2,14,2
in what ways are art useful?,DESCRIPTION,0,-1,0
what italian born star worked briefly as a hooter's hostess?,PERSON,4,-1,4
how many years must you keep tax returns,NUMERIC,1,6,1
who is markiplier's girlfriend,PERSON,4,3,4
what currency is hkd,ENTITY,2,-1,1
legislature defines jurisdiction of courts,DESCRIPTION,0,-1,0
what language is machika,ENTITY,2,4,2
when should meconium be passed,NUMERIC,1,6,1
what is aquatint quizlet,DESCRIPTION,0,17,0
requirements for concrete footings,DESCRIPTION,0,-1,0
reference meaning in hindi,DESCRIPTION,0,17,0
how long will food stay ok in freezer without power,NUMERIC,1,6,1
what kind of meat is irish,ENTITY,2,-1,2
what are two examples of chemical weathering,DESCRIPTION,0,17,0
language where all nouns are capitalized crossword,ENTITY,2,-1,2
most common generating force for waves,DESCRIPTION,0,-1,0
is per year the same as salary,NUMERIC,1,-1,1
what is cellular energy,DESCRIPTION,0,17,0
what county is fruitland nm in,LOCATION,3,0,3
what is the hindi name of green gram,ENTITY,2,12,2
how is the cascade mountain range formed,DESCRIPTION,0,17,0
causes of basal cell carcinoma,DESCRIPTION,0,18,0
what is bipolar disease?,ENTITY,2,17,0
calories and carbs mcdonald's quarter pounder with cheese,NUMERIC,1,-1,1
how much does it cost to have trees removed,NUMERIC,1,6,1
how early in spring to fertilize,NUMERIC,1,6,1
is it safe to eat from grill rack?,DESCRIPTION,0,17,0
calcitonin effects on body,DESCRIPTION,0,-1,0
what organ does a cardiologist specialize,ENTITY,2,-1,2
how do you file bankruptcy,DESCRIPTION,0,17,0
what are the three activities of the statement of cash flows?,DESCRIPTION,0,17,0
keppra is made by what pharmacy,DESCRIPTION,0,-1,2
what is bal lab,DESCRIPTION,0,17,0
what does the word photograph mean?,DESCRIPTION,0,17,0
what is the population of hampton roads area,NUMERIC,1,-1,1
what are classroom resources,DESCRIPTION,0,17,0
how do you reheat food for hot holding,DESCRIPTION,0,17,0
What is required for the nca T?,DESCRIPTION,0,17,0
how long does it take to get federal refunds,NUMERIC,1,6,1
recipe how to make rubber eggs,DESCRIPTION,0,17,0
what is product pitching,DESCRIPTION,0,17,0
what type of wok is best,DESCRIPTION,0,-1,0
what animals bugle,ENTITY,2,-1,2
where is geothermal energy being used the most in the us,LOCATION,3,0,3
what is the starting pay for a tax preparer,NUMERIC,1,6,1
how much to install glass block windows,NUMERIC,1,6,1
what is the measure of the obtuse angle in the figure,DESCRIPTION,0,-1,0
when was annie the movie made,NUMERIC,1,6,1
what is a sunroof used for,DESCRIPTION,0,17,0
is rick springfield married,DESCRIPTION,0,-1,0
how to set alphanumeric in excel column,DESCRIPTION,0,17,0
what was the outcome of the first crusade?,DESCRIPTION,0,-1,0
what is a good blood pressure cuff for nursing students,DESCRIPTION,0,-1,0
what occurs during meiosis and what is the end product,DESCRIPTION,0,17,0
what are jessica jone powers,DESCRIPTION,0,-1,0
can i clean maf sensor with brake cleaner,DESCRIPTION,0,17,0
is the tactical pen approved by the tsa,DESCRIPTION,0,-1,0
what could enhance oil production in nigeria,DESCRIPTION,0,17,0
sai la vie meaning,DESCRIPTION,0,-1,0
explain the classical theory of international trade,DESCRIPTION,0,-1,0
what is elicitation techniques,DESCRIPTION,0,17,0
how long does it take to get a medical marijuana card in las vegas,NUMERIC,1,6,1
what is a shut off valve,DESCRIPTION,0,17,0
what are express tools in autocad,DESCRIPTION,0,17,0
do it yourself bathtub resurfacing,DESCRIPTION,0,-1,0
do boxwoods need sun or shade,DESCRIPTION,0,17,0
what is disorderly conduct arkansas,DESCRIPTION,0,17,0
how much does a certificate program cost at cemtral texas college,NUMERIC,1,6,1
hepatobiliary duct definition,DESCRIPTION,0,17,0
what is rollatini,DESCRIPTION,0,17,0
when did the asvab start,NUMERIC,1,6,1
cost of a taxi barnsley to york,NUMERIC,1,6,1
generic tamsulosin is made by what company,PERSON,4,-1,2
how to ask for time off in an email,DESCRIPTION,0,17,0
who long were the houses was snowed in,PERSON,4,-1,4
what causes a motherboard to fail,DESCRIPTION,0,17,0
average salary for a junior conveyancer,NUMERIC,1,6,1
where is dover castle located,LOCATION,3,0,3
"what health conditions are disability of neck, shoulder",ENTITY,2,-1,2
current thurston county population,NUMERIC,1,-1,1
what temperature do bell peppers cook,NUMERIC,1,6,1
what month do hummingbirds hatch their eggs,NUMERIC,1,6,1
what scripture is an eye for an eye,ENTITY,2,-1,0
is carbon a tetrachloride,DESCRIPTION,0,17,0
is teal a summer of winter color,ENTITY,2,17,0
symptoms of bacterial pneumonia,ENTITY,2,10,2
what are conflict minerals used for,DESCRIPTION,0,17,0
who played arthur on empty nest,PERSON,4,3,4
how to delete messenger messages from iphone,DESCRIPTION,0,17,0
what other system does the nervous system rely upon,ENTITY,2,-1,2
average job span for social worker,NUMERIC,1,6,1
1000 sq ft hardwood floor cost,NUMERIC,1,6,1
founders rock hill phone number,NUMERIC,1,6,1
what causes leg discomfort while sleeping,DESCRIPTION,0,17,0
what years was president john f kennedy in office,NUMERIC,1,6,1
does walmart carry dempsters oven fresh baguette,DESCRIPTION,0,-1,0
where is ernie gabbert,LOCATION,3,0,3
where does your head hurt with tmj,LOCATION,3,0,3
what is jesting meaning,DESCRIPTION,0,17,0
greenspan tenure,NUMERIC,1,-1,0
what are castle doors called,DESCRIPTION,0,-1,0
nutrition deficiency effects on the body,ENTITY,2,-1,0
how many ml should a bladder have post void,NUMERIC,1,6,1
temperature in vologda russian federation,NUMERIC,1,6,1
can you connect more than one wifi range extender,DESCRIPTION,0,17,0
what was a caravansary,DESCRIPTION,0,17,0
chinese tao definition,DESCRIPTION,0,17,0
what percentage of garnishment on a debt owed,NUMERIC,1,6,1
what is censure punishment,DESCRIPTION,0,17,0
vanier cup candidates,PERSON,4,-1,2
how do you cite a school policy harvard referencing,DESCRIPTION,0,17,0
what are the roofing codes in clear lake iowa,NUMERIC,1,-1,0
cost of home care for elderly,NUMERIC,1,6,1
what is the standard quartz slab thickness dimensions,NUMERIC,1,6,1
At what age should children be able to learn colors?,NUMERIC,1,6,1
who is steffi graf married to,PERSON,4,3,4
distance between kalka and dalhousie,NUMERIC,1,6,1
what is a liter in ounces,DESCRIPTION,0,-1,1
what are five the major causes of economic disparity,DESCRIPTION,0,-1,0
what does zoning rldp mean,DESCRIPTION,0,17,0
what entry level business positions to apply for,DESCRIPTION,0,-1,0
where is henderson county ky,LOCATION,3,0,3
what purposes was angora used,DESCRIPTION,0,-1,0
how to transfer What up Chat from one iphone 5 to iphone 6,DESCRIPTION,0,17,0
how to get into social work without a social work degree ireland,DESCRIPTION,0,17,0
how to send email from UltiPro,DESCRIPTION,0,17,0
what state requires work to get gov benefits,LOCATION,3,0,3
what does microcotton mean,DESCRIPTION,0,17,0
is dr michael glass of oklahoma a board certified surgeon?,PERSON,4,-1,0
hydroelectric potential definition,DESCRIPTION,0,17,0
q express abu dhabi contact number,NUMERIC,1,6,1
how many calories should a teenage boy eat,NUMERIC,1,6,1
average height for white women in us,NUMERIC,1,6,1
what is fhlmc,DESCRIPTION,0,17,0
what is dairyworks packaging called,DESCRIPTION,0,-1,0
how long do transfusions last,NUMERIC,1,6,1
how long is bcbs insurance good for,NUMERIC,1,6,1
florida corporate income/franchise tax return,NUMERIC,1,6,1
what are the primary ingredients in ort?,ENTITY,2,-1,2
what's a nutrient found in the white,ENTITY,2,17,0
how much do lebron james get paid,NUMERIC,1,6,1
wavelength spectrum,DESCRIPTION,0,-1,1
what's the first thing you should do after pouring concrete,DESCRIPTION,0,-1,0
where is neurology department geisinger medical center,LOCATION,3,0,3
how much is health insurance for a firefighter,NUMERIC,1,6,1
who invented the caesar salad in hollywood,PERSON,4,3,4
what does a senior systems staff engineer make,PERSON,4,17,0
what is vivid language,ENTITY,2,17,0
how did boris yeltsin become the president of russia?,DESCRIPTION,0,17,0
how to make taco sauce at home,DESCRIPTION,0,17,0
can aloe/haworthia treat sunburn,DESCRIPTION,0,17,0
how much does it cost to add central air and heat to a house,NUMERIC,1,6,1
cost to remove and replace box gutters,NUMERIC,1,6,1
how much cigarette paper cost in average,NUMERIC,1,6,1
how to remove salt from bakaljaw,DESCRIPTION,0,17,0
why is personal selling important,DESCRIPTION,0,17,0
"once my pictures from my computer are downloaded to passport, can I erase them from computer",DESCRIPTION,0,-1,0
weather in dupont wa,DESCRIPTION,0,5,0
what does 12 space 24 circuit mean,DESCRIPTION,0,17,0
why is depreciation an asset,DESCRIPTION,0,17,0
is peppermint oil the same as extract,DESCRIPTION,0,17,0
what are the side effects of ginger,DESCRIPTION,0,17,0
who had the idea of detente,PERSON,4,3,4
how often does Nakk the thunderer spawn,NUMERIC,1,6,1
what's the penalty for first degree burglary?,DESCRIPTION,0,-1,1
what mlb player is leading the american league in doubles,PERSON,4,-1,4
when do you use a two variable table in excel,DESCRIPTION,0,6,1
what is crinoline fabric,DESCRIPTION,0,17,0
where does winston smith live,LOCATION,3,0,3
ifn definition,DESCRIPTION,0,17,0
home depot standby generator price,NUMERIC,1,6,1
how many grams of sugar does it take to get diabetes,NUMERIC,1,6,1
what does the name eric mean,DESCRIPTION,0,17,0
difference between notice and disclosure,DESCRIPTION,0,17,0
difference between education and teaching,DESCRIPTION,0,17,0
what are keystroke dynamics,DESCRIPTION,0,17,0
when do legion assaults appear,NUMERIC,1,6,1
what is pink sheep's username in roblox,DESCRIPTION,0,-1,0
how many letter p in words with friends,NUMERIC,1,6,1
what was the first immigration announcement president trump,PERSON,4,-1,2
is the cecum related to the colon,DESCRIPTION,0,17,0
where is palo alto california,LOCATION,3,0,3
what does deep-ocean trench mean,DESCRIPTION,0,17,0
electricity and gas comparison ireland,NUMERIC,1,-1,0
what does nb stand for in latin,DESCRIPTION,0,17,0
canada income tax interest rate outstanding amounts,NUMERIC,1,6,1
what does lacrimation mean,DESCRIPTION,0,17,0
what is DEngue fever,DESCRIPTION,0,17,0
what does tunnel mean,DESCRIPTION,0,17,0
what does drenching a plants,ENTITY,2,17,0
what age can you stop having colonoscopies,NUMERIC,1,6,1
who is the owner of granite city electric,PERSON,4,3,4
average calories per step,NUMERIC,1,6,1
what is the status of the battery?,DESCRIPTION,0,-1,0
lg phone manufacturer customer service number,NUMERIC,1,6,1
how tall is mike bridges?,NUMERIC,1,6,1
what does farm to table mean,DESCRIPTION,0,17,0
what season is the frozen shopkins,DESCRIPTION,0,-1,1
what is a ruble,DESCRIPTION,0,17,0
what is duong duong,ENTITY,2,17,0
when is air force reserve birthday,NUMERIC,1,6,1
how can a force be increased,DESCRIPTION,0,17,0
fullerton temperature,NUMERIC,1,6,1
what month is fall semester,NUMERIC,1,6,1
what is the medical plan for congress,DESCRIPTION,0,17,0
was sheldon cooper's character based on physicist sheldon glasgow,ENTITY,2,-1,0
when is flu most contagious,NUMERIC,1,6,1
how many seasons are there inbizaardvark,NUMERIC,1,6,1
what is the difference between extreme long shot and establishing shot,DESCRIPTION,0,17,0
what county is pasadena md,LOCATION,3,0,3
what does teeth grinding indicate,DESCRIPTION,0,17,0
types of ground tissue,DESCRIPTION,0,15,0
what is a parallel group study,DESCRIPTION,0,17,0
what is the zip code for mckinney texas,NUMERIC,1,-1,1
what is traditional hawaiian art and myth,DESCRIPTION,0,-1,0
what is crystal disc info,DESCRIPTION,0,17,0
what is a bitrate,DESCRIPTION,0,-1,0
what is a conversion disorder?,DESCRIPTION,0,17,0
average square foot  cost of a full basement remodel,NUMERIC,1,6,1
what is chromecast,DESCRIPTION,0,17,0
when did the st. louis blues last win a stanley cup?,NUMERIC,1,6,1
what county is atlanta tx in,LOCATION,3,0,3
the defining feature of participatory democracy is,DESCRIPTION,0,-1,0
distance gpt to casinos,NUMERIC,1,6,1
where is montgomery texas?,LOCATION,3,0,3
who is the author of flowers for algernon,PERSON,4,3,4
is the xvideo site safe,DESCRIPTION,0,17,0
what streets are near vancouver city center skytrain stop?,LOCATION,3,0,3
how long does a human body naturally take to decompose,NUMERIC,1,6,1
unlike other types of lipids phospholipids contain,DESCRIPTION,0,-1,0
how long after childbirth does go back normal,NUMERIC,1,6,1
what age to draw social security benefits,NUMERIC,1,6,1
what are galvanized nails,DESCRIPTION,0,17,0
how big is perito moreno glacier argentina,NUMERIC,1,6,1
how to present desktop using skype,DESCRIPTION,0,17,0
minette name meaning,DESCRIPTION,0,17,0
Badger Tracks Actual Size,NUMERIC,1,6,1
vanderbilt size population,NUMERIC,1,6,1
who is alan moore,PERSON,4,3,4
cerdelga cost,NUMERIC,1,6,1
contemporary technology definition,DESCRIPTION,0,17,0
what neuron cell bodies would be located in the lateral gray horns?,DESCRIPTION,0,-1,0
when do ducklings become ducks,NUMERIC,1,6,1
maximum dose of crestor with norvir,NUMERIC,1,-1,1
stanford phd cs how much does it cost,NUMERIC,1,6,1
why are drugs addicting,DESCRIPTION,0,17,0
how does after hours stock trading work,DESCRIPTION,0,17,0
growth spurts definition,DESCRIPTION,0,17,0
laurel ny is what county,LOCATION,3,0,3
average temperatures for lewisville tx,NUMERIC,1,6,1
fruit to eat when having high blood pressure,NUMERIC,1,-1,1
guinness factory how beer is brewed,DESCRIPTION,0,-1,0
what to add to your water to be healthier,DESCRIPTION,0,-1,0
what is angio,DESCRIPTION,0,17,0
friction is the force that always works against,DESCRIPTION,0,-1,0
chimney height requirements on a sloping site,NUMERIC,1,-1,1
how long do giraffes labor,NUMERIC,1,6,1
what is opiate analgesic,DESCRIPTION,0,17,0
can peridot be blue color,DESCRIPTION,0,17,0
"if the correlation between two variables is zero, this means that",DESCRIPTION,0,-1,0
when did black lightning come out,NUMERIC,1,6,1
police perjury definition,DESCRIPTION,0,17,0
how many days before period do you bloat,NUMERIC,1,6,1
what county is myrtle beach south carolina,LOCATION,3,0,3
how to swap from voice to text,DESCRIPTION,0,17,0
